v8-version,6,1,534,50,0
shared-library,"/usr/local/opt/node@8/bin/node",0x100002800,0x100843776,0
shared-library,"/usr/local/opt/icu4c/lib/libicui18n.60.dylib",0x101a8ff20,0x101bb9d39,4322811904
shared-library,"/usr/local/opt/icu4c/lib/libicuuc.60.dylib",0x101ceeb20,0x101d9f210,4325298176
shared-library,"/usr/local/opt/icu4c/lib/libicudata.60.2.dylib",0x101e649f0,0x101e649f0,4326830080
shared-library,"/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation",0x7fff4d84a860,0x7fff4da3d9ac,634572800
shared-library,"/usr/lib/libSystem.B.dylib",0x7fff733f394a,0x7fff733f3b2e,634572800
shared-library,"/usr/lib/libc++.1.dylib",0x7fff73627f40,0x7fff7366f2b0,634572800
shared-library,"/usr/lib/system/libcache.dylib",0x7fff7556eb08,0x7fff7557156d,634572800
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff75573c14,0x7fff7557cde1,634572800
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff7557eef4,0x7fff75583a8b,634572800
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff7558709c,0x7fff7558e2dc,634572800
shared-library,"/usr/lib/system/libcorecrypto.dylib",0x7fff75590e80,0x7fff755f5ab9,634572800
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff7569ea08,0x7fff756c99fe,634572800
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff756d8014,0x7fff756f0410,634572800
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff756f5a51,0x7fff756f5e80,634572800
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff75703fc0,0x7fff75703fc0,634572800
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff757046e8,0x7fff757089dc,634572800
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff7570a26e,0x7fff7570bb42,634572800
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff7570c944,0x7fff7570dc73,634572800
shared-library,"/usr/lib/system/libsystem_asl.dylib",0x7fff7570f748,0x7fff75724150,634572800
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff7572685d,0x7fff75726d0e,634572800
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff75728100,0x7fff757a918f,634572800
shared-library,"/usr/lib/system/libsystem_configuration.dylib",0x7fff757b1e04,0x7fff757b46c0,634572800
shared-library,"/usr/lib/system/libsystem_coreservices.dylib",0x7fff757b62d0,0x7fff757b83eb,634572800
shared-library,"/usr/lib/system/libsystem_darwin.dylib",0x7fff757b9fda,0x7fff757bac44,634572800
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff757bbf3c,0x7fff757c04cd,634572800
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff757c31f0,0x7fff7580841e,634572800
shared-library,"/usr/lib/system/libsystem_m.dylib",0x7fff75834140,0x7fff75864143,634572800
shared-library,"/usr/lib/system/libsystem_malloc.dylib",0x7fff75880250,0x7fff7589931f,634572800
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff758a0b70,0x7fff759a2038,634572800
shared-library,"/usr/lib/system/libsystem_networkextension.dylib",0x7fff759d0cff,0x7fff759d882e,634572800
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff759dc148,0x7fff759e483e,634572800
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff759fa040,0x7fff759fc52d,634572800
shared-library,"/usr/lib/system/libsystem_secinit.dylib",0x7fff759fda1f,0x7fff759fe588,634572800
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff7580cf10,0x7fff7582a75d,634572800
shared-library,"/usr/lib/system/libsystem_platform.dylib",0x7fff759e5820,0x7fff759eb38d,634572800
shared-library,"/usr/lib/system/libsystem_pthread.dylib",0x7fff759edf78,0x7fff759f610e,634572800
shared-library,"/usr/lib/system/libsystem_symptoms.dylib",0x7fff759ff938,0x7fff75a0531e,634572800
shared-library,"/usr/lib/system/libsystem_trace.dylib",0x7fff75a08094,0x7fff75a17c8d,634572800
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff75a1c96c,0x7fff75a212a7,634572800
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff75a239c0,0x7fff75a4483e,634572800
shared-library,"/usr/lib/closure/libclosured.dylib",0x7fff72eb8e80,0x7fff72ee3689,634572800
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff74aab000,0x7fff74acc65a,634572800
shared-library,"/usr/lib/libc++abi.dylib",0x7fff7367f600,0x7fff7369dd64,634572800
shared-library,"/usr/lib/libDiagnosticMessagesClient.dylib",0x7fff7307cf08,0x7fff7307d90c,634572800
shared-library,"/usr/lib/libicucore.A.dylib",0x7fff74152fd4,0x7fff7430a2e6,634572800
shared-library,"/usr/lib/libz.1.dylib",0x7fff754c12d0,0x7fff754ccbe5,634572800
tick,0x11037ba83,752,0,0x0,4
profiler,"begin",1000
tick,0x7fff759ea05c,2065,0,0x0,4
tick,0x7fff759e9fc9,3144,0,0x0,4
code-creation,Builtin,5,6018,0xcd5c0d4ef00,2192,"AsyncFromSyncIteratorPrototypeReturn"
code-creation,Builtin,5,6026,0xcd5c0d4f7a0,1680,"AsyncFromSyncIteratorPrototypeThrow"
code-creation,Builtin,5,6033,0xcd5c0d4fe40,1024,"AsyncGeneratorPrototypeNext"
code-creation,Builtin,5,6041,0xcd5c0d50240,491,"AsyncGeneratorResumeNext"
code-creation,Builtin,5,6048,0xcd5c0d50440,980,"AsyncGeneratorResolve"
code-creation,Builtin,5,6056,0xcd5c0d50820,207,"AsyncGeneratorReject"
code-creation,Builtin,5,6063,0xcd5c0d50900,1024,"AsyncGeneratorPrototypeReturn"
code-creation,Builtin,5,6071,0xcd5c0d50d00,1024,"AsyncGeneratorPrototypeThrow"
code-creation,Builtin,5,6079,0xcd5c0d51100,134,"Illegal"
code-creation,Builtin,5,6086,0xcd5c0d511a0,134,"ObjectAssign"
code-creation,Builtin,5,6094,0xcd5c0d51240,134,"ObjectGetOwnPropertyDescriptor"
code-creation,Builtin,5,6101,0xcd5c0d512e0,134,"ObjectGetOwnPropertyDescriptors"
code-creation,Builtin,5,6109,0xcd5c0d51380,134,"ObjectGetOwnPropertyNames"
code-creation,Builtin,5,6117,0xcd5c0d51420,134,"ObjectGetOwnPropertySymbols"
code-creation,Builtin,5,6124,0xcd5c0d514c0,134,"ObjectIs"
code-creation,Builtin,5,6132,0xcd5c0d51560,134,"ObjectPreventExtensions"
code-creation,Builtin,5,6139,0xcd5c0d51600,134,"ObjectSeal"
code-creation,Builtin,5,6147,0xcd5c0d516a0,972,"ObjectCreate"
code-creation,Builtin,5,6155,0xcd5c0d51a80,134,"ObjectDefineProperties"
code-creation,Builtin,5,6162,0xcd5c0d51b20,134,"ObjectDefineProperty"
code-creation,Builtin,5,6170,0xcd5c0d51bc0,134,"ObjectFreeze"
code-creation,Builtin,5,6177,0xcd5c0d51c60,134,"ObjectGetPrototypeOf"
code-creation,Builtin,5,6185,0xcd5c0d51d00,134,"ObjectSetPrototypeOf"
code-creation,Builtin,5,6213,0xcd5c0d51da0,134,"ObjectIsExtensible"
code-creation,Builtin,5,6225,0xcd5c0d51e40,134,"ObjectIsFrozen"
code-creation,Builtin,5,6279,0xcd5c0d51ee0,134,"ObjectIsSealed"
code-creation,Builtin,5,6318,0xcd5c0d51f80,640,"ObjectKeys"
code-creation,Builtin,5,6333,0xcd5c0d52200,134,"ObjectEntries"
code-creation,Builtin,5,6345,0xcd5c0d522a0,134,"ObjectValues"
code-creation,Builtin,5,6358,0xcd5c0d52340,134,"ObjectDefineGetter"
code-creation,Builtin,5,6370,0xcd5c0d523e0,134,"ObjectDefineSetter"
code-creation,Builtin,5,6382,0xcd5c0d52480,2155,"ObjectHasOwnProperty"
code-creation,Builtin,5,6393,0xcd5c0d52d00,134,"ObjectLookupGetter"
code-creation,Builtin,5,6404,0xcd5c0d52da0,134,"ObjectLookupSetter"
code-creation,Builtin,5,6414,0xcd5c0d52e40,319,"ObjectPrototypeIsPrototypeOf"
code-creation,Builtin,5,6423,0xcd5c0d52f80,134,"ObjectPrototypePropertyIsEnumerable"
code-creation,Builtin,5,6433,0xcd5c0d53020,880,"ObjectProtoToString"
code-creation,Builtin,5,6444,0xcd5c0d533a0,139,"ObjectPrototypeValueOf"
code-creation,Builtin,5,6455,0xcd5c0d53440,134,"ObjectPrototypeGetProto"
code-creation,Builtin,5,6463,0xcd5c0d534e0,134,"ObjectPrototypeSetProto"
code-creation,Builtin,5,6470,0xcd5c0d53580,134,"FunctionConstructor"
code-creation,Builtin,5,6478,0xcd5c0d53620,160,"FunctionPrototypeApply"
code-creation,Builtin,5,6485,0xcd5c0d536c0,1392,"CallWithArrayLike"
code-creation,Builtin,5,6493,0xcd5c0d53c40,177,"CallVarargs"
code-creation,Builtin,5,6504,0xcd5c0d53d00,964,"FastFunctionPrototypeBind"
code-creation,Builtin,5,6513,0xcd5c0d540e0,134,"FunctionPrototypeBind"
code-creation,Builtin,5,6520,0xcd5c0d54180,143,"FunctionPrototypeCall"
code-creation,Builtin,5,6528,0xcd5c0d54220,134,"FunctionPrototypeToString"
code-creation,Builtin,5,6535,0xcd5c0d542c0,355,"FunctionPrototypeHasInstance"
code-creation,Builtin,5,6543,0xcd5c0d54440,143,"AsyncIteratorValueUnwrap"
code-creation,Builtin,5,6550,0xcd5c0d544e0,1160,"AsyncGeneratorAwaitCaught"
code-creation,Builtin,5,6558,0xcd5c0d54980,1136,"AsyncGeneratorAwaitUncaught"
code-creation,Builtin,5,6568,0xcd5c0d54e00,251,"AsyncGeneratorAwaitResolveClosure"
code-creation,Builtin,5,6579,0xcd5c0d54f00,259,"AsyncGeneratorAwaitRejectClosure"
code-creation,Builtin,5,6590,0xcd5c0d55020,116,"ArrayCode"
code-creation,Builtin,5,6601,0xcd5c0d550a0,203,"ArrayIsArray"
code-creation,Builtin,5,6610,0xcd5c0d55180,134,"ArrayConcat"
code-creation,Builtin,5,6618,0xcd5c0d55220,763,"FastArrayPop"
code-creation,Builtin,5,6625,0xcd5c0d55520,134,"ArrayPop"
code-creation,Builtin,5,6632,0xcd5c0d555c0,2660,"FastArrayPush"
code-creation,Builtin,5,6640,0xcd5c0d56040,134,"ArrayPush"
code-creation,Builtin,5,6650,0xcd5c0d560e0,1176,"FastArrayShift"
code-creation,Builtin,5,6660,0xcd5c0d56580,134,"ArrayShift"
code-creation,Builtin,5,6667,0xcd5c0d56620,134,"ArrayUnshift"
code-creation,Builtin,5,6675,0xcd5c0d566c0,134,"ArraySlice"
code-creation,Builtin,5,6682,0xcd5c0d56760,134,"ArraySplice"
code-creation,Builtin,5,6689,0xcd5c0d56800,1556,"ArrayIncludes"
code-creation,Builtin,5,6697,0xcd5c0d56e20,1292,"ArrayIndexOf"
code-creation,Builtin,5,6705,0xcd5c0d57340,502,"ArrayPrototypeKeys"
code-creation,Builtin,5,6712,0xcd5c0d57540,646,"ArrayPrototypeEntries"
code-creation,Builtin,5,6720,0xcd5c0d577e0,646,"ArrayPrototypeValues"
code-creation,Builtin,5,6727,0xcd5c0d57a80,1685,"ArrayForEach"
code-creation,Builtin,5,6735,0xcd5c0d58120,666,"ToLength"
code-creation,Builtin,5,6742,0xcd5c0d583c0,365,"NonNumberToNumber"
code-creation,Builtin,5,6750,0xcd5c0d58540,298,"NonPrimitiveToPrimitive_Number"
code-creation,Builtin,5,6757,0xcd5c0d58680,2832,"ArrayForEachLoopContinuation"
code-creation,Builtin,5,6764,0xcd5c0d591a0,6170,"ArrayFilter"
code-creation,Builtin,5,6772,0xcd5c0d5a9c0,4860,"ArrayFilterLoopContinuation"
code-creation,Builtin,5,6779,0xcd5c0d5bcc0,168,"Construct"
code-creation,Builtin,5,6787,0xcd5c0d5bd80,114,"ConstructFunction"
code-creation,Builtin,5,6794,0xcd5c0d5be00,249,"ConstructBoundFunction"
code-creation,Builtin,5,6802,0xcd5c0d5bf00,121,"ConstructProxy"
code-creation,Builtin,5,6809,0xcd5c0d5bf80,2972,"ArrayMap"
code-creation,Builtin,5,6838,0xcd5c0d5cb20,2876,"ArrayMapLoopContinuation"
code-creation,Builtin,5,6846,0xcd5c0d5d660,1949,"ArrayEvery"
code-creation,Builtin,5,6853,0xcd5c0d5de00,2928,"ArrayEveryLoopContinuation"
code-creation,Builtin,5,6861,0xcd5c0d5e980,1949,"ArraySome"
code-creation,Builtin,5,6868,0xcd5c0d5f120,2928,"ArraySomeLoopContinuation"
code-creation,Builtin,5,6876,0xcd5c0d5fca0,1827,"ArrayReduce"
code-creation,Builtin,5,6884,0xcd5c0d603e0,2924,"ArrayReduceLoopContinuation"
code-creation,Builtin,5,6891,0xcd5c0d60f60,1972,"ArrayReduceRight"
code-creation,Builtin,5,6899,0xcd5c0d61720,2924,"ArrayReduceRightLoopContinuation"
code-creation,Builtin,5,6906,0xcd5c0d622a0,3184,"ArrayIteratorPrototypeNext"
code-creation,Builtin,5,6913,0xcd5c0d62f20,143,"NumberConstructor"
code-creation,Builtin,5,6921,0xcd5c0d62fc0,373,"ToNumber"
code-creation,Builtin,5,6928,0xcd5c0d63140,290,"NumberConstructor_ConstructStub"
code-creation,Builtin,5,6936,0xcd5c0d63280,134,"NumberPrototypeToExponential"
code-creation,Builtin,5,6943,0xcd5c0d63320,134,"NumberPrototypeToFixed"
code-creation,Builtin,5,6951,0xcd5c0d633c0,134,"NumberPrototypeToPrecision"
code-creation,Builtin,5,6958,0xcd5c0d63460,134,"NumberPrototypeToString"
code-creation,Builtin,5,6965,0xcd5c0d63500,235,"NumberPrototypeValueOf"
code-creation,Builtin,5,6987,0xcd5c0d63600,180,"NumberIsFinite"
tick,0x7fff758292c2,7009,0,0x0,4
code-creation,Builtin,5,7026,0xcd5c0d636c0,448,"NumberIsInteger"
code-creation,Builtin,5,7038,0xcd5c0d63880,172,"NumberIsNaN"
code-creation,Builtin,5,7045,0xcd5c0d63940,492,"NumberIsSafeInteger"
code-creation,Builtin,5,7053,0xcd5c0d63b40,271,"NumberParseFloat"
code-creation,Builtin,5,7063,0xcd5c0d63c60,459,"ToString"
code-creation,Builtin,5,7118,0xcd5c0d63e40,439,"NumberParseInt"
code-creation,Builtin,5,7138,0xcd5c0d64000,134,"BooleanConstructor"
code-creation,Builtin,5,7147,0xcd5c0d640a0,134,"BooleanConstructor_ConstructStub"
code-creation,Builtin,5,7156,0xcd5c0d64140,239,"BooleanPrototypeToString"
code-creation,Builtin,5,7163,0xcd5c0d64240,235,"BooleanPrototypeValueOf"
code-creation,Builtin,5,7171,0xcd5c0d64340,201,"StringConstructor"
code-creation,Builtin,5,7179,0xcd5c0d64420,288,"StringConstructor_ConstructStub"
code-creation,Builtin,5,7186,0xcd5c0d64540,1860,"StringFromCharCode"
code-creation,Builtin,5,7194,0xcd5c0d64ca0,134,"StringFromCodePoint"
code-creation,Builtin,5,7202,0xcd5c0d64d40,1611,"StringPrototypeCharAt"
code-creation,Builtin,5,7209,0xcd5c0d653a0,1229,"StringPrototypeCharCodeAt"
code-creation,Builtin,5,7217,0xcd5c0d65880,524,"StringPrototypeConcat"
code-creation,Builtin,5,7224,0xcd5c0d65aa0,134,"StringPrototypeEndsWith"
code-creation,Builtin,5,7232,0xcd5c0d65b40,134,"StringPrototypeIncludes"
code-creation,Builtin,5,7240,0xcd5c0d65be0,1716,"StringPrototypeIndexOf"
code-creation,Builtin,5,7247,0xcd5c0d662a0,134,"StringPrototypeLastIndexOf"
code-creation,Builtin,5,7255,0xcd5c0d66340,134,"StringPrototypeNormalizeIntl"
code-creation,Builtin,5,7263,0xcd5c0d663e0,1568,"StringPrototypeReplace"
code-creation,Builtin,5,7270,0xcd5c0d66a00,20688,"RegExpReplace"
code-creation,Builtin,5,7278,0xcd5c0d6bae0,1268,"StringIndexOf"
code-creation,Builtin,5,7286,0xcd5c0d6bfe0,347,"RegExpExecAtom"
code-creation,Builtin,5,7293,0xcd5c0d6c140,4696,"StringPrototypeSlice"
code-creation,Builtin,5,7301,0xcd5c0d6d3a0,2600,"StringPrototypeSplit"
code-creation,Builtin,5,7309,0xcd5c0d6dde0,17399,"RegExpSplit"
code-creation,Builtin,5,7316,0xcd5c0d721e0,4952,"StringPrototypeSubstr"
code-creation,Builtin,5,7324,0xcd5c0d73540,4984,"StringPrototypeSubstring"
code-creation,Builtin,5,7331,0xcd5c0d748c0,134,"StringPrototypeStartsWith"
code-creation,Builtin,5,7339,0xcd5c0d74960,235,"StringPrototypeToString"
code-creation,Builtin,5,7347,0xcd5c0d74a60,134,"StringPrototypeTrim"
code-creation,Builtin,5,7354,0xcd5c0d74b00,134,"StringPrototypeTrimLeft"
code-creation,Builtin,5,7362,0xcd5c0d74ba0,134,"StringPrototypeTrimRight"
code-creation,Builtin,5,7370,0xcd5c0d74c40,255,"StringPrototypeToLowerCaseIntl"
code-creation,Builtin,5,7378,0xcd5c0d74d40,996,"StringToLowerCaseIntl"
code-creation,Builtin,5,7406,0xcd5c0d75140,134,"StringPrototypeToUpperCaseIntl"
code-creation,Builtin,5,7414,0xcd5c0d751e0,235,"StringPrototypeValueOf"
code-creation,Builtin,5,7421,0xcd5c0d752e0,428,"StringPrototypeIterator"
code-creation,Builtin,5,7429,0xcd5c0d754a0,1836,"StringIteratorPrototypeNext"
code-creation,Builtin,5,7436,0xcd5c0d75be0,134,"SymbolConstructor"
code-creation,Builtin,5,7444,0xcd5c0d75c80,134,"SymbolConstructor_ConstructStub"
code-creation,Builtin,5,7451,0xcd5c0d75d20,134,"SymbolFor"
code-creation,Builtin,5,7459,0xcd5c0d75dc0,134,"SymbolKeyFor"
code-creation,Builtin,5,7466,0xcd5c0d75e60,251,"SymbolPrototypeToString"
code-creation,Builtin,5,7474,0xcd5c0d75f60,231,"SymbolPrototypeValueOf"
code-creation,Builtin,5,7481,0xcd5c0d76060,231,"SymbolPrototypeToPrimitive"
code-creation,Builtin,5,7491,0xcd5c0d76160,134,"DateConstructor"
code-creation,Builtin,5,7503,0xcd5c0d76200,134,"DateConstructor_ConstructStub"
code-creation,Builtin,5,7516,0xcd5c0d762a0,134,"DateNow"
code-creation,Builtin,5,7528,0xcd5c0d76340,134,"DateParse"
code-creation,Builtin,5,7539,0xcd5c0d763e0,134,"DateUTC"
code-creation,Builtin,5,7547,0xcd5c0d76480,134,"DatePrototypeToString"
code-creation,Builtin,5,7554,0xcd5c0d76520,134,"DatePrototypeToDateString"
code-creation,Builtin,5,7562,0xcd5c0d765c0,134,"DatePrototypeToTimeString"
code-creation,Builtin,5,7569,0xcd5c0d76660,134,"DatePrototypeToISOString"
code-creation,Builtin,5,7577,0xcd5c0d76700,134,"DatePrototypeToUTCString"
code-creation,Builtin,5,7584,0xcd5c0d767a0,247,"DatePrototypeGetDate"
code-creation,Builtin,5,7592,0xcd5c0d768a0,134,"DatePrototypeSetDate"
code-creation,Builtin,5,7599,0xcd5c0d76940,247,"DatePrototypeGetDay"
code-creation,Builtin,5,7607,0xcd5c0d76a40,247,"DatePrototypeGetFullYear"
code-creation,Builtin,5,7615,0xcd5c0d76b40,134,"DatePrototypeSetFullYear"
code-creation,Builtin,5,7622,0xcd5c0d76be0,247,"DatePrototypeGetHours"
code-creation,Builtin,5,7629,0xcd5c0d76ce0,134,"DatePrototypeSetHours"
code-creation,Builtin,5,7637,0xcd5c0d76d80,219,"DatePrototypeGetMilliseconds"
code-creation,Builtin,5,7644,0xcd5c0d76e60,134,"DatePrototypeSetMilliseconds"
code-creation,Builtin,5,7652,0xcd5c0d76f00,247,"DatePrototypeGetMinutes"
code-creation,Builtin,5,7659,0xcd5c0d77000,134,"DatePrototypeSetMinutes"
code-creation,Builtin,5,7667,0xcd5c0d770a0,247,"DatePrototypeGetMonth"
code-creation,Builtin,5,7674,0xcd5c0d771a0,134,"DatePrototypeSetMonth"
code-creation,Builtin,5,7683,0xcd5c0d77240,247,"DatePrototypeGetSeconds"
code-creation,Builtin,5,7690,0xcd5c0d77340,134,"DatePrototypeSetSeconds"
code-creation,Builtin,5,7698,0xcd5c0d773e0,179,"DatePrototypeGetTime"
code-creation,Builtin,5,7705,0xcd5c0d774a0,134,"DatePrototypeSetTime"
code-creation,Builtin,5,7712,0xcd5c0d77540,219,"DatePrototypeGetTimezoneOffset"
code-creation,Builtin,5,7720,0xcd5c0d77620,219,"DatePrototypeGetUTCDate"
code-creation,Builtin,5,7727,0xcd5c0d77700,134,"DatePrototypeSetUTCDate"
code-creation,Builtin,5,7735,0xcd5c0d777a0,219,"DatePrototypeGetUTCDay"
code-creation,Builtin,5,7742,0xcd5c0d77880,219,"DatePrototypeGetUTCFullYear"
code-creation,Builtin,5,7750,0xcd5c0d77960,134,"DatePrototypeSetUTCFullYear"
code-creation,Builtin,5,7757,0xcd5c0d77a00,219,"DatePrototypeGetUTCHours"
code-creation,Builtin,5,7765,0xcd5c0d77ae0,134,"DatePrototypeSetUTCHours"
code-creation,Builtin,5,7772,0xcd5c0d77b80,219,"DatePrototypeGetUTCMilliseconds"
code-creation,Builtin,5,7780,0xcd5c0d77c60,134,"DatePrototypeSetUTCMilliseconds"
code-creation,Builtin,5,7787,0xcd5c0d77d00,219,"DatePrototypeGetUTCMinutes"
code-creation,Builtin,5,7795,0xcd5c0d77de0,134,"DatePrototypeSetUTCMinutes"
code-creation,Builtin,5,7802,0xcd5c0d77e80,219,"DatePrototypeGetUTCMonth"
code-creation,Builtin,5,7809,0xcd5c0d77f60,134,"DatePrototypeSetUTCMonth"
code-creation,Builtin,5,7817,0xcd5c0d78000,219,"DatePrototypeGetUTCSeconds"
code-creation,Builtin,5,7824,0xcd5c0d780e0,134,"DatePrototypeSetUTCSeconds"
code-creation,Builtin,5,7832,0xcd5c0d78180,179,"DatePrototypeValueOf"
code-creation,Builtin,5,7839,0xcd5c0d78240,134,"DatePrototypeGetYear"
code-creation,Builtin,5,7864,0xcd5c0d782e0,134,"DatePrototypeSetYear"
code-creation,Builtin,5,7871,0xcd5c0d78380,134,"DatePrototypeToJson"
code-creation,Builtin,5,7879,0xcd5c0d78420,415,"DatePrototypeToPrimitive"
code-creation,Builtin,5,7886,0xcd5c0d785c0,364,"OrdinaryToPrimitive_String"
code-creation,Builtin,5,7894,0xcd5c0d78740,323,"PromiseGetCapabilitiesExecutor"
code-creation,Builtin,5,7901,0xcd5c0d788a0,250,"JSBuiltinsConstructStub"
code-creation,Builtin,5,7909,0xcd5c0d789a0,2364,"NewPromiseCapability"
code-creation,Builtin,5,7916,0xcd5c0d792e0,2680,"PromiseConstructor"
code-creation,Builtin,5,7924,0xcd5c0d79d60,4617,"PromiseAll"
code-creation,Builtin,5,7931,0xcd5c0d7af80,3532,"PromiseRace"
code-creation,Builtin,5,7939,0xcd5c0d7bd60,7660,"PromiseResolve"
code-creation,Builtin,5,7946,0xcd5c0d7db60,2784,"PromiseReject"
code-creation,Builtin,5,7954,0xcd5c0d84000,8204,"PromiseThen"
code-creation,Builtin,5,7961,0xcd5c0d86020,8348,"PromiseCatch"
code-creation,Builtin,5,7969,0xcd5c0d880c0,414,"PromiseInternalConstructor"
code-creation,Builtin,5,7976,0xcd5c0d88260,134,"IsPromise"
code-creation,Builtin,5,7984,0xcd5c0d88300,4256,"ResolvePromise"
code-creation,Builtin,5,7991,0xcd5c0d893a0,4720,"PromiseHandle"
code-creation,Builtin,5,7998,0xcd5c0d8a620,812,"PromiseHandleReject"
code-creation,Builtin,5,8006,0xcd5c0d8a960,824,"InternalPromiseReject"
code-creation,Builtin,5,8013,0xcd5c0d8aca0,4308,"PromiseResolveClosure"
code-creation,Builtin,5,8021,0xcd5c0d8bd80,880,"PromiseRejectClosure"
code-creation,Builtin,5,8028,0xcd5c0d8c100,864,"PromiseAllResolveElementClosure"
code-creation,Builtin,5,8035,0xcd5c0d8c460,2684,"RegExpConstructor"
code-creation,Builtin,5,8043,0xcd5c0d8cee0,9658,"RegExpPrototypeExec"
code-creation,Builtin,5,8050,0xcd5c0d8f4a0,9513,"RegExpPrototypeExecSlow"
code-creation,Builtin,5,8058,0xcd5c0d919e0,2163,"RegExpPrototypeFlagsGetter"
code-creation,Builtin,5,8065,0xcd5c0d92260,299,"RegExpPrototypeGlobalGetter"
code-creation,Builtin,5,8073,0xcd5c0d923a0,299,"RegExpPrototypeIgnoreCaseGetter"
code-creation,Builtin,5,8080,0xcd5c0d924e0,299,"RegExpPrototypeMultilineGetter"
code-creation,Builtin,5,8088,0xcd5c0d92620,351,"RegExpPrototypeSourceGetter"
code-creation,Builtin,5,8095,0xcd5c0d92780,299,"RegExpPrototypeStickyGetter"
code-creation,Builtin,5,8103,0xcd5c0d928c0,299,"RegExpPrototypeUnicodeGetter"
code-creation,Builtin,5,8110,0xcd5c0d92a00,1114,"RegExpPrototypeCompile"
code-creation,Builtin,5,8118,0xcd5c0d92e60,134,"RegExpPrototypeToString"
code-creation,Builtin,5,8125,0xcd5c0d92f00,2272,"RegExpPrototypeTest"
code-creation,Builtin,5,8133,0xcd5c0d937e0,20920,"RegExpPrototypeMatch"
code-creation,Builtin,5,8140,0xcd5c0d989a0,555,"RegExpPrototypeReplace"
code-creation,Builtin,5,8148,0xcd5c0d98be0,3948,"RegExpPrototypeSearch"
code-creation,Builtin,5,8155,0xcd5c0d99b60,555,"RegExpPrototypeSplit"
code-creation,Builtin,5,8163,0xcd5c0d99da0,134,"RegExpInputGetter"
code-creation,Builtin,5,8170,0xcd5c0d99e40,134,"RegExpInputSetter"
code-creation,Builtin,5,8178,0xcd5c0d99ee0,134,"RegExpLastMatchGetter"
code-creation,Builtin,5,8185,0xcd5c0d99f80,134,"RegExpLastParenGetter"
code-creation,Builtin,5,8192,0xcd5c0d9a020,134,"RegExpLeftContextGetter"
code-creation,Builtin,5,8200,0xcd5c0d9a0c0,134,"RegExpRightContextGetter"
code-creation,Builtin,5,8207,0xcd5c0d9a160,134,"RegExpCapture1Getter"
code-creation,Builtin,5,8215,0xcd5c0d9a200,134,"RegExpCapture2Getter"
code-creation,Builtin,5,8222,0xcd5c0d9a2a0,134,"RegExpCapture3Getter"
code-creation,Builtin,5,8229,0xcd5c0d9a340,134,"RegExpCapture4Getter"
code-creation,Builtin,5,8237,0xcd5c0d9a3e0,134,"RegExpCapture5Getter"
code-creation,Builtin,5,8244,0xcd5c0d9a480,134,"RegExpCapture6Getter"
code-creation,Builtin,5,8252,0xcd5c0d9a520,134,"RegExpCapture7Getter"
code-creation,Builtin,5,8259,0xcd5c0d9a5c0,134,"RegExpCapture8Getter"
code-creation,Builtin,5,8279,0xcd5c0d9a660,134,"RegExpCapture9Getter"
code-creation,Builtin,5,8288,0xcd5c0d9a700,8980,"RegExpInternalMatch"
code-creation,Builtin,5,8295,0xcd5c0d9ca20,134,"ErrorConstructor"
code-creation,Builtin,5,8303,0xcd5c0d9cac0,134,"ErrorCaptureStackTrace"
tick,0x7fff758292c2,8337,0,0x0,4
code-creation,Builtin,5,8352,0xcd5c0d9cb60,134,"ErrorPrototypeToString"
code-creation,Builtin,5,8360,0xcd5c0d9cc00,134,"MakeError"
code-creation,Builtin,5,8368,0xcd5c0d9cca0,134,"MakeRangeError"
code-creation,Builtin,5,8375,0xcd5c0d9cd40,134,"MakeSyntaxError"
code-creation,Builtin,5,8383,0xcd5c0d9cde0,134,"MakeTypeError"
code-creation,Builtin,5,8390,0xcd5c0d9ce80,134,"MakeURIError"
code-creation,Builtin,5,8397,0xcd5c0d9cf20,134,"JsonParse"
code-creation,Builtin,5,8405,0xcd5c0d9cfc0,134,"JsonStringify"
code-creation,Builtin,5,8412,0xcd5c0d9d060,331,"MathAbs"
code-creation,Builtin,5,8420,0xcd5c0d9d1c0,323,"MathAcos"
