v8-version,6,1,534,50,0
shared-library,"/usr/local/opt/node@8/bin/node",0x100002800,0x100843776,0
shared-library,"/usr/local/opt/icu4c/lib/libicui18n.60.dylib",0x101a8ff20,0x101bb9d39,4322811904
shared-library,"/usr/local/opt/icu4c/lib/libicuuc.60.dylib",0x101ceeb20,0x101d9f210,4325298176
shared-library,"/usr/local/opt/icu4c/lib/libicudata.60.2.dylib",0x101e649f0,0x101e649f0,4326830080
shared-library,"/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation",0x7fff4d84a860,0x7fff4da3d9ac,634572800
shared-library,"/usr/lib/libSystem.B.dylib",0x7fff733f394a,0x7fff733f3b2e,634572800
shared-library,"/usr/lib/libc++.1.dylib",0x7fff73627f40,0x7fff7366f2b0,634572800
shared-library,"/usr/lib/system/libcache.dylib",0x7fff7556eb08,0x7fff7557156d,634572800
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff75573c14,0x7fff7557cde1,634572800
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff7557eef4,0x7fff75583a8b,634572800
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff7558709c,0x7fff7558e2dc,634572800
shared-library,"/usr/lib/system/libcorecrypto.dylib",0x7fff75590e80,0x7fff755f5ab9,634572800
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff7569ea08,0x7fff756c99fe,634572800
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff756d8014,0x7fff756f0410,634572800
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff756f5a51,0x7fff756f5e80,634572800
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff75703fc0,0x7fff75703fc0,634572800
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff757046e8,0x7fff757089dc,634572800
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff7570a26e,0x7fff7570bb42,634572800
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff7570c944,0x7fff7570dc73,634572800
shared-library,"/usr/lib/system/libsystem_asl.dylib",0x7fff7570f748,0x7fff75724150,634572800
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff7572685d,0x7fff75726d0e,634572800
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff75728100,0x7fff757a918f,634572800
shared-library,"/usr/lib/system/libsystem_configuration.dylib",0x7fff757b1e04,0x7fff757b46c0,634572800
shared-library,"/usr/lib/system/libsystem_coreservices.dylib",0x7fff757b62d0,0x7fff757b83eb,634572800
shared-library,"/usr/lib/system/libsystem_darwin.dylib",0x7fff757b9fda,0x7fff757bac44,634572800
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff757bbf3c,0x7fff757c04cd,634572800
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff757c31f0,0x7fff7580841e,634572800
shared-library,"/usr/lib/system/libsystem_m.dylib",0x7fff75834140,0x7fff75864143,634572800
shared-library,"/usr/lib/system/libsystem_malloc.dylib",0x7fff75880250,0x7fff7589931f,634572800
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff758a0b70,0x7fff759a2038,634572800
shared-library,"/usr/lib/system/libsystem_networkextension.dylib",0x7fff759d0cff,0x7fff759d882e,634572800
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff759dc148,0x7fff759e483e,634572800
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff759fa040,0x7fff759fc52d,634572800
shared-library,"/usr/lib/system/libsystem_secinit.dylib",0x7fff759fda1f,0x7fff759fe588,634572800
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff7580cf10,0x7fff7582a75d,634572800
shared-library,"/usr/lib/system/libsystem_platform.dylib",0x7fff759e5820,0x7fff759eb38d,634572800
shared-library,"/usr/lib/system/libsystem_pthread.dylib",0x7fff759edf78,0x7fff759f610e,634572800
shared-library,"/usr/lib/system/libsystem_symptoms.dylib",0x7fff759ff938,0x7fff75a0531e,634572800
shared-library,"/usr/lib/system/libsystem_trace.dylib",0x7fff75a08094,0x7fff75a17c8d,634572800
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff75a1c96c,0x7fff75a212a7,634572800
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff75a239c0,0x7fff75a4483e,634572800
shared-library,"/usr/lib/closure/libclosured.dylib",0x7fff72eb8e80,0x7fff72ee3689,634572800
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff74aab000,0x7fff74acc65a,634572800
shared-library,"/usr/lib/libc++abi.dylib",0x7fff7367f600,0x7fff7369dd64,634572800
shared-library,"/usr/lib/libDiagnosticMessagesClient.dylib",0x7fff7307cf08,0x7fff7307d90c,634572800
shared-library,"/usr/lib/libicucore.A.dylib",0x7fff74152fd4,0x7fff7430a2e6,634572800
shared-library,"/usr/lib/libz.1.dylib",0x7fff754c12d0,0x7fff754ccbe5,634572800
tick,0x10c0baabf,646,0,0x0,4
profiler,"begin",1000
tick,0x7fff759ea060,1930,0,0x0,4
tick,0x7fff759e9f49,2969,0,0x0,4
timer-event-start,"V8.CompileCode",220490
code-creation,Function,18,220521,0x2b5e6cbe35d8,112,"baseGetTag /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:343:20",0x2b5e6cbd6e70,~
code-creation,LazyCompile,18,220532,0x2b5e6cbe35d8,112,"baseGetTag /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:343:20",0x2b5e6cbd6e70,~
timer-event-end,"V8.CompileCode",220543
timer-event-start,"V8.CompileCode",220551
code-creation,Function,18,220586,0x2b5e6cbe37c0,104,"Object native v8natives.js:18:27",0x2b5e29209d80,~
code-creation,LazyCompile,18,220597,0x2b5e6cbe37c0,104,"Object native v8natives.js:18:27",0x2b5e29209d80,~
timer-event-end,"V8.CompileCode",220605
timer-event-start,"V8.CompileCode",220613
code-creation,Function,18,220633,0x2b5e6cbe38c0,72,"objectToString /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:325:24",0x2b5e6cbd6da8,~
code-creation,LazyCompile,18,220643,0x2b5e6cbe38c0,72,"objectToString /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:325:24",0x2b5e6cbd6da8,~
timer-event-end,"V8.CompileCode",220652
timer-event-start,"V8.CompileCode",220708
timer-event-end,"V8.CompileCode",220716
timer-event-start,"V8.External",220723
timer-event-end,"V8.External",220730
timer-event-start,"V8.CompileCode",220737
code-creation,Function,18,220761,0x2b5e6cbe3d48,72,"baseUnary /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:735:19",0x2b5e6cbd77d0,~
code-creation,LazyCompile,18,220773,0x2b5e6cbe3d48,72,"baseUnary /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:735:19",0x2b5e6cbd77d0,~
timer-event-end,"V8.CompileCode",220781
timer-event-start,"V8.CompileCode",220788
code-creation,Function,18,220811,0x2b5e6cbe3f70,72,"overArg /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:848:17",0x2b5e6cbd7a28,~
code-creation,LazyCompile,18,220824,0x2b5e6cbe3f70,72,"overArg /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:848:17",0x2b5e6cbd7a28,~
timer-event-end,"V8.CompileCode",220834
timer-event-start,"V8.CompileCode",220846
code-creation,Function,18,220871,0x2b5e6cbe41b0,72,"doLimit /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:1030:17",0x2b5e6cbd81f8,~
code-creation,LazyCompile,18,220882,0x2b5e6cbe41b0,72,"doLimit /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:1030:17",0x2b5e6cbd81f8,~
timer-event-end,"V8.CompileCode",220890
timer-event-start,"V8.CompileCode",220897
tick,0x100587a23,220947,0,0x7ffeefbfb2b8,2,0x1005ff7cc,0x2b5e6cbde9c0,0x2b5e6cbd6467,0x2b5e6cbd6387,0x2b5e79605f58,0x2b5e47eff520,0x2b5e47efe551,0x2b5e47efe113,0x2b5e47ef8d13,0x2b5e7960800e,0x2b5e79607dd5,0x2b5e609ea313,0x2b5e79605f58,0x2b5e47eff520,0x2b5e47efe551,0x2b5e47efe113,0x2b5e47ef8d13,0x2b5e7960800e,0x2b5e79607dd5,0x2b5e609c3f14,0x2b5e79605f58,0x2b5e47eff520,0x2b5e47efe551,0x2b5e47efe113,0x2b5e47ef8d13,0x2b5e7960800e,0x2b5e79607dd5,0x2b5e7960d48b,0x2b5e79605f58,0x2b5e47eff520,0x2b5e47efe551,0x2b5e47efe113,0x2b5e47ef8d13,0x2b5e7960800e,0x2b5e79607dd5,0x2b5e7960aae8,0x2b5e79605f58,0x2b5e47eff520,0x2b5e47efe551,0x2b5e47efe113,0x2b5e47ef8d13,0x2b5e7960800e,0x2b5e79607dd5,0x2b5e79607506,0x2b5e79605f58,0x2b5e47eff520,0x2b5e47efe551,0x2b5e47efe113,0x2b5e47ef8d13,0x2b5e47ef8739,0x2b5e883b7775,0x2b5e883b2476
code-creation,Function,18,220982,0x2b5e6cbe43c8,72,"doParallel /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:1106:20",0x2b5e6cbd8388,~
code-creation,LazyCompile,18,221013,0x2b5e6cbe43c8,72,"doParallel /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:1106:20",0x2b5e6cbd8388,~
timer-event-end,"V8.CompileCode",221030
timer-event-start,"V8.CompileCode",221042
code-creation,Function,18,221114,0x2b5e6cbe45e0,72,"applyEach$1 /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:235:21",0x2b5e6cbd6c18,~
code-creation,LazyCompile,18,221131,0x2b5e6cbe45e0,72,"applyEach$1 /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:235:21",0x2b5e6cbd6c18,~
timer-event-end,"V8.CompileCode",221142
timer-event-start,"V8.CompileCode",221152
code-creation,Function,18,221192,0x2b5e6cbe47f0,72,"doParallelLimit /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:1203:25",0x2b5e6cbd8518,~
code-creation,LazyCompile,18,221204,0x2b5e6cbe47f0,72,"doParallelLimit /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:1203:25",0x2b5e6cbd8518,~
timer-event-end,"V8.CompileCode",221213
timer-event-start,"V8.CompileCode",221222
code-creation,Function,18,221277,0x2b5e6cbe4a38,72,"createBaseFor /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:1299:23",0x2b5e6cbd86a8,~
code-creation,LazyCompile,18,221294,0x2b5e6cbe4a38,72,"createBaseFor /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:1299:23",0x2b5e6cbd86a8,~
timer-event-end,"V8.CompileCode",221307
timer-event-start,"V8.External",221377
timer-event-end,"V8.External",221393
timer-event-start,"V8.CompileCode",221407
code-creation,Function,18,221470,0x2b5e6cbe50d8,72,"_createTester /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:2771:23",0x2b5e6cbd9c88,~
code-creation,LazyCompile,18,221482,0x2b5e6cbe50d8,72,"_createTester /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:2771:23",0x2b5e6cbd9c88,~
timer-event-end,"V8.CompileCode",221492
timer-event-start,"V8.CompileCode",221499
code-creation,Function,18,221543,0x2b5e6cbe5350,72,"consoleFunc /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:2885:21",0x2b5e6cbd9e18,~
code-creation,LazyCompile,18,221554,0x2b5e6cbe5350,72,"consoleFunc /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:2885:21",0x2b5e6cbd9e18,~
timer-event-end,"V8.CompileCode",221563
timer-event-start,"V8.External",221936
timer-event-end,"V8.External",221946
timer-event-start,"V8.External",221955
timer-event-end,"V8.External",221961
timer-event-start,"V8.External",222038
timer-event-end,"V8.External",222080
timer-event-start,"V8.External",222102
timer-event-end,"V8.External",222145
tick,0x7fff7582423b,222216,0,0x0,1
timer-event-start,"V8.GCScavenger",222350
timer-event-start,"V8.External",222359
timer-event-end,"V8.External",222365
tick,0x1004b0018,223268,0,0x0,1
timer-event-start,"V8.External",223290
timer-event-end,"V8.External",223302
timer-event-end,"V8.GCScavenger",223308
timer-event-start,"V8.External",223374
timer-event-end,"V8.External",223397
timer-event-start,"V8.External",223440
timer-event-end,"V8.External",223455
timer-event-start,"V8.External",223470
timer-event-end,"V8.External",223482
timer-event-start,"V8.External",223520
timer-event-end,"V8.External",223538
timer-event-start,"V8.External",223545
timer-event-end,"V8.External",223553
timer-event-start,"V8.External",223572
timer-event-end,"V8.External",223586
timer-event-start,"V8.External",223594
timer-event-end,"V8.External",223603
timer-event-start,"V8.External",223611
timer-event-end,"V8.External",223620
timer-event-start,"V8.External",223631
timer-event-start,"V8.CompileScriptMicroSeconds",223643
timer-event-start,"V8.CompileCode",223695
timer-event-start,"V8.CompileMicroSeconds",224205
code-creation,Script,18,224295,0x2b5e6cbe8808,64," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/node_modules/mustache/mustache.js:1:1",0x2b5e6cbe8660,~
tick,0x1004db32b,224320,1,0x1007837ce,2,0x100219d2e,0x2b5e796068f5,0x2b5e79606783,0x2b5e79605e02,0x2b5e47eff520,0x2b5e47efe551,0x2b5e47efe113,0x2b5e47ef8d13,0x2b5e7960800e,0x2b5e79607dd5,0x2b5e79607510,0x2b5e79605f58,0x2b5e47eff520,0x2b5e47efe551,0x2b5e47efe113,0x2b5e47ef8d13,0x2b5e47ef8739,0x2b5e883b7775,0x2b5e883b2476
code-creation,Function,18,224360,0x2b5e6cbe8a30,88," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/node_modules/mustache/mustache.js:1:11",0x2b5e6cbe8728,~
code-creation,Function,18,224393,0x2b5e6cbe8b20,152,"defineMustache /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/node_modules/mustache/mustache.js:8:26",0x2b5e6cbe8880,~
timer-event-end,"V8.CompileMicroSeconds",224404
timer-event-end,"V8.CompileCode",224410
timer-event-end,"V8.CompileScriptMicroSeconds",224422
timer-event-end,"V8.External",224428
timer-event-start,"V8.External",224436
timer-event-start,"V8.Execute",224446
timer-event-start,"V8.Execute",224453
timer-event-end,"V8.Execute",224460
timer-event-end,"V8.Execute",224465
timer-event-end,"V8.External",224471
timer-event-start,"V8.CompileCode",224481
timer-event-end,"V8.CompileCode",224488
timer-event-start,"V8.CompileCode",224494
code-creation,Function,18,225034,0x2b5e6cbead60,608,"mustacheFactory /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/node_modules/mustache/mustache.js:17:34",0x2b5e6cbe8948,~
code-creation,LazyCompile,18,225050,0x2b5e6cbead60,608,"mustacheFactory /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/node_modules/mustache/mustache.js:17:34",0x2b5e6cbe8948,~
timer-event-end,"V8.CompileCode",225060
timer-event-start,"V8.External",225093
timer-event-end,"V8.External",225104
timer-event-start,"V8.External",225117
timer-event-end,"V8.External",225128
timer-event-start,"V8.External",225140
timer-event-end,"V8.External",225151
timer-event-start,"V8.CompileCode",225173
code-creation,Function,18,225200,0x2b5e6cbebe60,72,"Writer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/node_modules/mustache/mustache.js:430:19",0x2b5e6cbe99f8,~
code-creation,LazyCompile,18,225212,0x2b5e6cbebe60,72,"Writer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/node_modules/mustache/mustache.js:430:19",0x2b5e6cbe99f8,~
timer-event-end,"V8.CompileCode",225221
timer-event-start,"V8.External",225270
timer-event-end,"V8.External",225287
timer-event-start,"V8.External",225301
timer-event-end,"V8.External",225316
timer-event-start,"V8.External",225350
timer-event-end,"V8.External",225364
timer-event-start,"V8.External",225379
timer-event-end,"V8.External",225391
tick,0x1c8e37611bc0,225437,0,0x1c8e376f45fc,0,0x2b5e47efecb6,0x2b5e47efe504,0x2b5e47efe113,0x2b5e47ef8d13,0x2b5e7960800e,0x2b5e79607dd5,0x2b5e7960751a,0x2b5e79605f58,0x2b5e47eff520,0x2b5e47efe551,0x2b5e47efe113,0x2b5e47ef8d13,0x2b5e47ef8739,0x2b5e883b7775,0x2b5e883b2476
timer-event-start,"V8.External",225458
timer-event-end,"V8.External",225478
timer-event-start,"V8.External",225486
timer-event-end,"V8.External",225495
timer-event-start,"V8.External",225506
timer-event-end,"V8.External",225517
timer-event-start,"V8.External",225524
timer-event-end,"V8.External",225533
timer-event-start,"V8.External",225541
timer-event-end,"V8.External",225548
timer-event-start,"V8.External",225557
timer-event-start,"V8.CompileScriptMicroSeconds",225570
timer-event-start,"V8.CompileCode",225584
timer-event-start,"V8.CompileMicroSeconds",225645
code-creation,Script,18,225668,0x2b5e6cbeca68,64," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/node_modules/uuid/v4.js:1:1",0x2b5e6cbec8c0,~
code-creation,Function,18,225689,0x2b5e6cbecbd8,96," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/node_modules/uuid/v4.js:1:11",0x2b5e6cbec988,~
timer-event-end,"V8.CompileMicroSeconds",225699
timer-event-end,"V8.CompileCode",225705
timer-event-end,"V8.CompileScriptMicroSeconds",225713
timer-event-end,"V8.External",225719
timer-event-start,"V8.External",225726
timer-event-start,"V8.Execute",225736
timer-event-start,"V8.Execute",225742
timer-event-end,"V8.Execute",225748
timer-event-end,"V8.Execute",225754
timer-event-end,"V8.External",225762
timer-event-start,"V8.External",225791
timer-event-end,"V8.External",225806
timer-event-start,"V8.External",225821
timer-event-end,"V8.External",225833
timer-event-start,"V8.External",225845
timer-event-end,"V8.External",225858
timer-event-start,"V8.External",225891
timer-event-end,"V8.External",225905
timer-event-start,"V8.External",225918
timer-event-end,"V8.External",225930
timer-event-start,"V8.External",225959
timer-event-end,"V8.External",225975
timer-event-start,"V8.External",225982
timer-event-end,"V8.External",225989
timer-event-start,"V8.External",225999
timer-event-end,"V8.External",226009
timer-event-start,"V8.External",226016
timer-event-end,"V8.External",226024
timer-event-start,"V8.External",226031
timer-event-end,"V8.External",226038
timer-event-start,"V8.External",226046
timer-event-start,"V8.CompileScriptMicroSeconds",226056
timer-event-start,"V8.CompileCode",226072
timer-event-start,"V8.CompileMicroSeconds",226100
code-creation,Script,18,226119,0x2b5e6cbed2a8,64," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/node_modules/uuid/lib/rng.js:1:1",0x2b5e6cbed100,~
code-creation,Function,18,226137,0x2b5e6cbed410,80," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/node_modules/uuid/lib/rng.js:1:11",0x2b5e6cbed1c8,~
timer-event-end,"V8.CompileMicroSeconds",226147
timer-event-end,"V8.CompileCode",226153
timer-event-end,"V8.CompileScriptMicroSeconds",226161
timer-event-end,"V8.External",226167
timer-event-start,"V8.External",226173
timer-event-start,"V8.Execute",226182
timer-event-start,"V8.Execute",226188
timer-event-end,"V8.Execute",226195
timer-event-end,"V8.Execute",226200
timer-event-end,"V8.External",226205
timer-event-start,"V8.External",226236
timer-event-end,"V8.External",226250
timer-event-start,"V8.External",226261
timer-event-end,"V8.External",226275
timer-event-start,"V8.External",226310
timer-event-end,"V8.External",226323
timer-event-start,"V8.External",226352
timer-event-end,"V8.External",226368
timer-event-start,"V8.External",226375
timer-event-end,"V8.External",226382
timer-event-start,"V8.External",226392
timer-event-end,"V8.External",226402
timer-event-start,"V8.External",226408
timer-event-end,"V8.External",226417
timer-event-start,"V8.External",226424
timer-event-end,"V8.External",226430
timer-event-start,"V8.External",226437
timer-event-start,"V8.CompileScriptMicroSeconds",226447
timer-event-start,"V8.CompileCode",226460
timer-event-start,"V8.CompileMicroSeconds",226514
code-creation,Script,18,226535,0x2b5e6cbedae0,64," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/node_modules/uuid/lib/bytesToUuid.js:1:1",0x2b5e6cbed938,~
code-creation,Function,18,226561,0x2b5e6cbedc70,152," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/node_modules/uuid/lib/bytesToUuid.js:1:11",0x2b5e6cbeda00,~
timer-event-end,"V8.CompileMicroSeconds",226572
timer-event-end,"V8.CompileCode",226577
timer-event-end,"V8.CompileScriptMicroSeconds",226585
timer-event-end,"V8.External",226591
timer-event-start,"V8.External",226598
timer-event-start,"V8.Execute",226607
timer-event-start,"V8.Execute",226612
timer-event-end,"V8.Execute",226619
timer-event-end,"V8.Execute",226624
timer-event-end,"V8.External",226629
tick,0x7fff7588295c,226731,0,0x10380f000,0,0x100242135,0x2b5e6cbedcdc,0x2b5e79605f58,0x2b5e47eff520,0x2b5e47efe551,0x2b5e47efe113,0x2b5e47ef8d13,0x2b5e7960800e,0x2b5e79607dd5,0x2b5e6cbecc27,0x2b5e79605f58,0x2b5e47eff520,0x2b5e47efe551,0x2b5e47efe113,0x2b5e47ef8d13,0x2b5e7960800e,0x2b5e79607dd5,0x2b5e7960751a,0x2b5e79605f58,0x2b5e47eff520,0x2b5e47efe551,0x2b5e47efe113,0x2b5e47ef8d13,0x2b5e47ef8739,0x2b5e883b7775,0x2b5e883b2476
timer-event-start,"V8.External",226758
timer-event-end,"V8.External",226788
timer-event-start,"V8.External",226816
timer-event-end,"V8.External",226829
timer-event-start,"V8.External",226842
timer-event-end,"V8.External",226853
timer-event-start,"V8.External",226862
timer-event-end,"V8.External",226874
timer-event-start,"V8.External",226904
timer-event-end,"V8.External",226917
timer-event-start,"V8.External",226952
timer-event-end,"V8.External",226968
timer-event-start,"V8.External",226974
timer-event-end,"V8.External",226982
timer-event-start,"V8.External",226996
timer-event-end,"V8.External",227007
timer-event-start,"V8.External",227014
timer-event-end,"V8.External",227023
timer-event-start,"V8.External",227030
timer-event-end,"V8.External",227037
timer-event-start,"V8.External",227144
timer-event-end,"V8.External",227170
timer-event-start,"V8.External",227199
timer-event-end,"V8.External",227219
timer-event-start,"V8.External",227237
timer-event-end,"V8.External",227250
timer-event-start,"V8.External",227258
timer-event-end,"V8.External",227267
timer-event-start,"V8.External",227277
timer-event-end,"V8.External",227285
timer-event-start,"V8.External",227294
timer-event-end,"V8.External",227303
timer-event-start,"V8.External",227314
timer-event-end,"V8.External",227324
timer-event-start,"V8.External",227335
timer-event-end,"V8.External",227347
timer-event-start,"V8.External",227376
timer-event-end,"V8.External",227389
timer-event-start,"V8.External",227402
timer-event-end,"V8.External",227414
timer-event-start,"V8.External",227444
timer-event-end,"V8.External",227459
timer-event-start,"V8.External",227466
timer-event-end,"V8.External",227473
timer-event-start,"V8.External",227483
timer-event-end,"V8.External",227493
timer-event-start,"V8.External",227500
timer-event-end,"V8.External",227507
timer-event-start,"V8.External",227514
timer-event-end,"V8.External",227520
timer-event-start,"V8.External",227528
timer-event-start,"V8.CompileScriptMicroSeconds",227539
timer-event-start,"V8.CompileCode",227551
timer-event-start,"V8.CompileMicroSeconds",227599
code-creation,Script,18,227622,0x2b5e6cbef4f0,64," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/perf4js/index.js:1:1",0x2b5e6cbef348,~
code-creation,Function,18,227645,0x2b5e6cbef810,120," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/perf4js/index.js:1:11",0x2b5e6cbef410,~
timer-event-end,"V8.CompileMicroSeconds",227655
timer-event-end,"V8.CompileCode",227661
timer-event-end,"V8.CompileScriptMicroSeconds",227669
timer-event-end,"V8.External",227675
timer-event-start,"V8.External",227682
timer-event-start,"V8.Execute",227691
timer-event-start,"V8.Execute",227697
timer-event-end,"V8.Execute",227704
timer-event-end,"V8.Execute",227709
timer-event-end,"V8.External",227727
tick,0x7fff758292c2,227753,1,0x100784948,3,0x1006373b0,0x2b5e475dcbbb,0x2b5e79606790,0x2b5e79605e02,0x2b5e47eff520,0x2b5e47efe551,0x2b5e47efe113,0x2b5e47ef8d13,0x2b5e7960800e,0x2b5e79607dd5,0x2b5e7960753e,0x2b5e79605f58,0x2b5e47eff520,0x2b5e47efe551,0x2b5e47efe113,0x2b5e47ef8d13,0x2b5e47ef8739,0x2b5e883b7775,0x2b5e883b2476
timer-event-start,"V8.External",227776
timer-event-end,"V8.External",227791
timer-event-start,"V8.External",227809
timer-event-end,"V8.External",227816
timer-event-start,"V8.External",227831
timer-event-end,"V8.External",227838
timer-event-start,"V8.CompileCode",227890
code-creation,Function,18,227952,0x2b5e6cbf0188,152,"toString native array.js:249:50",0x2b5e2920be50,~
code-creation,LazyCompile,18,227965,0x2b5e6cbf0188,152,"toString native array.js:249:50",0x2b5e2920be50,~
timer-event-end,"V8.CompileCode",227974
timer-event-start,"V8.CompileCode",227987
code-creation,Function,18,228026,0x2b5e6cbf03c0,168,"target.(anonymous function) /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:51:30",0x2b5e609bc978,~
code-creation,LazyCompile,18,228039,0x2b5e6cbf03c0,168,"target.(anonymous function) /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:51:30",0x2b5e609bc978,~
timer-event-end,"V8.CompileCode",228048
timer-event-start,"V8.CompileCode",228067
code-creation,Function,18,228278,0x2b5e6cbf0e70,784,"Logger.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:109:33",0x2b5e7966f648,~
code-creation,LazyCompile,18,228296,0x2b5e6cbf0e70,784,"Logger.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:109:33",0x2b5e7966f648,~
timer-event-end,"V8.CompileCode",228306
timer-event-start,"V8.CompileCode",228322
code-creation,Function,18,228359,0x2b5e6cbf1a58,168," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:152:45",0x2b5e6cbf09e8,~
code-creation,LazyCompile,18,228370,0x2b5e6cbf1a58,168," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:152:45",0x2b5e6cbf09e8,~
timer-event-end,"V8.CompileCode",228379
timer-event-start,"V8.External",228396
timer-event-end,"V8.External",228403
timer-event-start,"V8.External",228414
timer-event-end,"V8.External",228421
timer-event-start,"V8.External",228428
